Country,Region,Urban,Origin,Year1,Year2,AgeDef,Vitality,  TFR,  MAB,Collection,SourceType,   RefCode,Note,Split
    EST,     .,    .,     ., 2015, 2015,  ARDY,       1,1.584,29.88,       HFD,     vital,    EST_06,   .,    0
    EST,     .,    .,     ., 2016, 2016,  ARDY,       1,1.605,30.21,       HFD,     vital,    EST_06,   .,    0
    EST,     .,    .,     ., 2017, 2017,  ARDY,       1,1.592,30.36,       HFD,     vital,    EST_06,   .,    0
    EST,     .,    .,     ., 2018, 2018,  ARDY,       1,1.671,30.53,       HFD,     vital,    EST_06,   .,    0
    EST,     .,    .,     ., 2019, 2019,  ARDY,       1,1.661,30.60,       HFD,     vital,    EST_06,   .,    0
    EST,     .,    .,     ., 2016, 2016,   ACY,       1,1.622,30.30,      STAT,     vital,    EST_07,   .,    1
    EST,     .,    .,     ., 2017, 2017,   ACY,       1,1.578,30.54,      STAT,     vital,    EST_08,   .,    1
    EST,     .,    .,     ., 2018, 2018,   ACY,       1,1.680,30.64,      STAT,     vital,    EST_10,   .,    1
    EST,     .,    .,     ., 2019, 2019,   ACY,       1,1.673,30.71,      STAT,     vital,    EST_11,   .,    1
    EST,     .,    .,     ., 2020, 2020,   ACY,       1,1.587,30.87,      STAT,     vital,    EST_12,   .,    1
    EST,     .,    .,     ., 2021, 2021,   ACY,       1,1.612,31.11,      STAT,     vital,    EST_13,   .,    1
    EST,     .,    .,     ., 2022, 2022,   ACY,       1,1.407,30.99,      STAT,     vital,    EST_14,   .,    1
    EST,     .,    .,     ., 2023, 2023,   ACY,       1,1.308,31.08,      STAT,     vital,    EST_15,   .,    1
