Estonia, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 25/02/2021
Year    Age        ASFR
2008     33     0.07333
2008     34     0.07263
2008     35     0.05783
2008     36     0.05113
2008     37     0.03942
2008     38     0.03435
2008     39     0.02830
2008     40     0.01873
2008     41     0.01180
2008     42     0.00688
2008     43     0.00415
2008     44     0.00228
2008     45     0.00106
2008     46     0.00060
2008     47     0.00020
2008     48     0.00049
2008     49     0.00000
2008     50     0.00010
2008     51     0.00000
2008     52     0.00000
2008     53     0.00000
2008     54     0.00000
2008     55+    0.00000
2009     12-    0.00000
2009     13     0.00016
2009     14     0.00031
2009     15     0.00167
2009     16     0.00777
2009     17     0.01602
2009     18     0.02563
2009     19     0.04445
2009     20     0.05645
2009     21     0.05820
2009     22     0.06666
2009     23     0.07408
2009     24     0.08654
2009     25     0.10632
2009     26     0.11108
2009     27     0.11326
2009     28     0.12052
2009     29     0.10920
2009     30     0.10166
2009     31     0.09601
2009     32     0.08544
2009     33     0.07672
2009     34     0.06696
2009     35     0.06322
2009     36     0.05315
2009     37     0.04257
2009     38     0.03719
2009     39     0.02975
2009     40     0.02039
2009     41     0.01314
2009     42     0.00849
2009     43     0.00415
2009     44     0.00165
2009     45     0.00120
2009     46     0.00021
2009     47     0.00010
2009     48     0.00010
2009     49     0.00010
2009     50     0.00000
2009     51     0.00000
2009     52     0.00000
2009     53     0.00000
2009     54     0.00000
2009     55+    0.00000
2010     12-    0.00000
2010     13     0.00000
2010     14     0.00000
2010     15     0.00236
2010     16     0.00716
2010     17     0.01476
2010     18     0.02304
2010     19     0.03385
2010     20     0.04496
2010     21     0.05321
2010     22     0.06045
2010     23     0.07380
2010     24     0.09460
2010     25     0.10343
2010     26     0.11315
2010     27     0.11352
2010     28     0.12195
2010     29     0.11039
2010     30     0.10729
2010     31     0.10325
2010     32     0.09689
2010     33     0.08421
2010     34     0.07002
2010     35     0.06589
2010     36     0.05955
2010     37     0.04407
2010     38     0.03388
2010     39     0.03166
2010     40     0.02206
2010     41     0.01492
2010     42     0.00874
2010     43     0.00350
2010     44     0.00278
2010     45     0.00077
2010     46     0.00022
2010     47     0.00011
2010     48     0.00010
2010     49     0.00000
2010     50     0.00000
2010     51     0.00000
2010     52     0.00000
2010     53     0.00000
2010     54     0.00000
2010     55+    0.00000
2011     12-    0.00000
2011     13     0.00000
2011     14     0.00017
2011     15     0.00163
2011     16     0.00616
2011     17     0.01712
2011     18     0.02032
2011     19     0.03101
2011     20     0.04301
2011     21     0.04585
2011     22     0.05792
2011     23     0.06447
2011     24     0.07926
2011     25     0.08933
2011     26     0.09052
2011     27     0.10763
2011     28     0.10649
2011     29     0.11190
2011     30     0.10980
2011     31     0.10165
2011     32     0.08605
2011     33     0.08499
2011     34     0.07476
2011     35     0.06412
2011     36     0.05502
2011     37     0.04468
2011     38     0.03755
2011     39     0.03003
2011     40     0.02191
2011     41     0.01247
2011     42     0.00822
2011     43     0.00451
2011     44     0.00293
2011     45     0.00163
2011     46     0.00022
2011     47     0.00000
2011     48     0.00000
2011     49     0.00000
2011     50     0.00000
2011     51     0.00000
2011     52     0.00000
2011     53     0.00000
2011     54     0.00000
2011     55+    0.00000
2012     12-    0.00000
2012     13     0.00000
2012     14     0.00018
2012     15     0.00119
2012     16     0.00489
2012     17     0.01333
2012     18     0.02283
2012     19     0.03014
2012     20     0.04174
2012     21     0.04522
2012     22     0.05248
2012     23     0.06631
2012     24     0.07348
2012     25     0.08584
2012     26     0.09136
2012     27     0.10679
2012     28     0.10488
2012     29     0.10074
2012     30     0.10219
2012     31     0.09275
2012     32     0.08528
2012     33     0.07862
2012     34     0.06964
2012     35     0.06223
2012     36     0.05413
2012     37     0.04568
2012     38     0.03797
2012     39     0.03142
2012     40     0.02079
2012     41     0.01632
2012     42     0.00975
2012     43     0.00570
2012     44     0.00302
2012     45     0.00142
2012     46     0.00035
2012     47     0.00022
2012     48     0.00033
2012     49     0.00022
2012     50     0.00000
2012     51     0.00000
2012     52     0.00000
2012     53     0.00000
2012     54     0.00000
2012     55+    0.00000
2013     12-    0.00000
2013     13     0.00000
2013     14     0.00018
2013     15     0.00180
2013     16     0.00666
2013     17     0.01470
2013     18     0.02332
2013     19     0.03242
2013     20     0.04137
2013     21     0.04438
2013     22     0.05176
2013     23     0.06370
2013     24     0.06853
2013     25     0.07989
2013     26     0.09088
2013     27     0.10040
2013     28     0.09982
2013     29     0.09861
2013     30     0.09794
2013     31     0.08552
2013     32     0.08346
2013     33     0.07263
2013     34     0.07135
2013     35     0.06724
2013     36     0.05680
2013     37     0.04890
2013     38     0.03721
2013     39     0.02996
2013     40     0.02120
2013     41     0.01304
2013     42     0.00907
2013     43     0.00377
2013     44     0.00225
2013     45     0.00117
2013     46     0.00071
2013     47     0.00012
2013     48     0.00011
2013     49     0.00011
2013     50     0.00000
2013     51     0.00000
2013     52     0.00000
2013     53     0.00000
2013     54     0.00000
2013     55+    0.00000
2014     12-    0.00000
2014     13     0.00000
2014     14     0.00017
2014     15     0.00178
2014     16     0.00705
2014     17     0.01111
2014     18     0.02236
2014     19     0.03306
2014     20     0.04125
2014     21     0.04388
2014     22     0.05128
2014     23     0.06131
2014     24     0.06785
2014     25     0.08522
2014     26     0.09273
2014     27     0.09792
2014     28     0.10145
2014     29     0.10026
2014     30     0.10025
2014     31     0.09474
2014     32     0.08274
2014     33     0.07504
2014     34     0.06938
2014     35     0.06403
2014     36     0.06037
2014     37     0.04627
2014     38     0.03573
2014     39     0.03116
2014     40     0.02373
2014     41     0.01625
2014     42     0.00920
2014     43     0.00499
2014     44     0.00292
2014     45     0.00192
2014     46     0.00059
2014     47     0.00024
2014     48     0.00000
2014     49     0.00000
2014     50     0.00000
2014     51     0.00000
2014     52     0.00000
2014     53     0.00000
2014     54     0.00000
2014     55+    0.00000
2015     12-    0.00000
2015     13     0.00000
2015     14     0.00034
2015     15     0.00154
2015     16     0.00409
2015     17     0.01169
2015     18     0.01885
2015     19     0.02567
2015     20     0.03966
2015     21     0.04677
2015     22     0.05156
2015     23     0.05961
2015     24     0.06594
2015     25     0.08052
2015     26     0.09536
2015     27     0.10525
2015     28     0.10645
2015     29     0.10552
2015     30     0.10593
2015     31     0.09702
2015     32     0.08824
2015     33     0.07675
2015     34     0.07582
2015     35     0.06656
2015     36     0.06091
2015     37     0.05380
2015     38     0.04157
2015     39     0.03047
2015     40     0.02766
2015     41     0.01700
2015     42     0.01078
2015     43     0.00587
2015     44     0.00359
2015     45     0.00195
2015     46     0.00034
2015     47     0.00012
2015     48     0.00048
2015     49     0.00000
2015     50     0.00011
2015     51     0.00000
2015     52     0.00000
2015     53     0.00000
2015     54     0.00000
2015     55+    0.00000
2016     12-    0.00000
2016     13     0.00000
2016     14     0.00084
2016     15     0.00051
2016     16     0.00393
2016     17     0.00882
2016     18     0.01625
2016     19     0.02326
2016     20     0.03833
2016     21     0.03895
2016     22     0.04602
2016     23     0.05057
2016     24     0.06278
2016     25     0.08197
2016     26     0.09532
2016     27     0.10052
2016     28     0.10919
2016     29     0.11564
2016     30     0.11086
2016     31     0.10148
2016     32     0.09527
2016     33     0.09040
2016     34     0.07809
2016     35     0.07098
2016     36     0.06566
2016     37     0.05092
2016     38     0.04221
2016     39     0.03290
2016     40     0.02853
2016     41     0.01913
2016     42     0.01139
2016     43     0.00777
2016     44     0.00316
2016     45     0.00174
2016     46     0.00076
2016     47     0.00000
2016     48     0.00000
2016     49     0.00000
2016     50     0.00036
2016     51     0.00000
2016     52     0.00011
2016     53     0.00000
2016     54     0.00000
2016     55+    0.00000
2017     12-    0.00000
2017     13     0.00000
2017     14     0.00016
2017     15     0.00101
2017     16     0.00341
2017     17     0.00816
2017     18     0.01320
2017     19     0.02559
2017     20     0.03009
2017     21     0.03715
2017     22     0.04274
2017     23     0.05771
2017     24     0.06753
2017     25     0.07318
2017     26     0.08974
2017     27     0.10011
2017     28     0.11157
2017     29     0.11013
2017     30     0.10086
2017     31     0.10470
2017     32     0.09689
2017     33     0.08860
2017     34     0.08456
2017     35     0.06781
2017     36     0.06581
2017     37     0.05557
2017     38     0.04206
2017     39     0.03447
2017     40     0.02766
2017     41     0.02091
2017     42     0.01352
2017     43     0.00711
2017     44     0.00417
2017     45     0.00229
2017     46     0.00087
2017     47     0.00076
2017     48     0.00023
2017     49     0.00012
2017     50     0.00000
2017     51     0.00000
2017     52     0.00000
2017     53     0.00000
2017     54     0.00000
2017     55+    0.00021
2018     12-    0.00000
2018     13     0.00000
2018     14     0.00031
2018     15     0.00082
2018     16     0.00285
2018     17     0.00664
2018     18     0.01273
2018     19     0.02573
2018     20     0.03197
2018     21     0.03776
2018     22     0.04349
2018     23     0.05287
2018     24     0.06562
2018     25     0.07860
2018     26     0.09178
2018     27     0.10488
2018     28     0.11206
2018     29     0.11604
2018     30     0.11602
2018     31     0.11198
2018     32     0.10343
2018     33     0.10111
2018     34     0.08355
2018     35     0.07746
2018     36     0.06516
2018     37     0.06116
2018     38     0.04694
2018     39     0.03507
2018     40     0.03041
2018     41     0.02357
2018     42     0.01427
2018     43     0.00799
2018     44     0.00384
2018     45     0.00214
2018     46     0.00131
2018     47     0.00022
2018     48     0.00044
2018     49     0.00011
2018     50     0.00036
2018     51     0.00000
2018     52     0.00000
2018     53     0.00000
2018     54     0.00000
2018     55+    0.00000
2019     12-    0.00000
2019     13     0.00015
2019     14     0.00015
2019     15     0.00094
2019     16     0.00360
2019     17     0.00502
2019     18     0.01309
2019     19     0.02077
2019     20     0.02790
2019     21     0.03411
2019     22     0.04516
2019     23     0.05426
2019     24     0.06861
2019     25     0.07713
2019     26     0.09056
2019     27     0.10663
2019     28     0.11506
2019     29     0.11569
2019     30     0.11463
2019     31     0.10929
2019     32     0.09714
2019     33     0.09604
2019     34     0.08879
2019     35     0.07688
2019     36     0.06726
2019     37     0.06052
2019     38     0.04923
2019     39     0.03781
2019     40     0.02981
2019     41     0.02337
2019     42     0.01323
2019     43     0.00763
2019     44     0.00506
2019     45     0.00293
2019     46     0.00124
2019     47     0.00087
2019     48     0.00022
2019     49     0.00011
2019     50     0.00034
2019     51     0.00012
2019     52     0.00000
2019     53     0.00000
2019     54     0.00000
2019     55+    0.00000
