Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,   CPFR,Collection,SourceType,   RefCode,Note,Split
    EST,     .,    .,     ., 1970, 1970, 14,   -99,   ACY,       1,0.00000,0.00000,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1970, 1970, 15,     1,   ACY,       1,0.00002,0.00000,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1970, 1970, 16,     1,   ACY,       1,0.00136,0.00002,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 17,     1,   ACY,       1,0.01412,0.00138,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 18,     1,   ACY,       1,0.04991,0.01550,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 19,     1,   ACY,       1,0.09738,0.06541,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 20,     1,   ACY,       1,0.13666,0.16279,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 21,     1,   ACY,       1,0.15967,0.29945,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 22,     1,   ACY,       1,0.16845,0.45912,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 23,     1,   ACY,       1,0.16782,0.62757,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 24,     1,   ACY,       1,0.16180,0.79539,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 25,     1,   ACY,       1,0.15289,0.95719,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 26,     1,   ACY,       1,0.14243,1.11008,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 27,     1,   ACY,       1,0.13112,1.25251,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 28,     1,   ACY,       1,0.11933,1.38363,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 29,     1,   ACY,       1,0.10733,1.50296,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 30,     1,   ACY,       1,0.09536,1.61029,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 31,     1,   ACY,       1,0.08368,1.70565,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 32,     1,   ACY,       1,0.07250,1.78933,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 33,     1,   ACY,       1,0.06201,1.86183,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 34,     1,   ACY,       1,0.05236,1.92384,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 35,     1,   ACY,       1,0.04360,1.97620,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 36,     1,   ACY,       1,0.03577,2.01980,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 37,     1,   ACY,       1,0.02885,2.05557,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 38,     1,   ACY,       1,0.02280,2.08442,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 39,     1,   ACY,       1,0.01758,2.10722,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 40,     1,   ACY,       1,0.01315,2.12480,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 41,     1,   ACY,       1,0.00946,2.13795,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 42,     1,   ACY,       1,0.00649,2.14741,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 43,     1,   ACY,       1,0.00421,2.15390,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 44,     1,   ACY,       1,0.00254,2.15811,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 45,     1,   ACY,       1,0.00141,2.16065,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 46,     1,   ACY,       1,0.00070,2.16206,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 47,     1,   ACY,       1,0.00031,2.16276,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 48,     1,   ACY,       1,0.00012,2.16307,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1970, 1970, 49,     1,   ACY,       1,0.00004,2.16319,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1970, 1970, 50,    99,   ACY,       1,0.00001,2.16323,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1971, 1971, 14,   -99,   ACY,       1,0.00002,0.00000,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1971, 1971, 15,     1,   ACY,       1,0.00033,0.00002,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1971, 1971, 16,     1,   ACY,       1,0.00404,0.00035,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 17,     1,   ACY,       1,0.01941,0.00439,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 18,     1,   ACY,       1,0.05188,0.02380,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 19,     1,   ACY,       1,0.09453,0.07568,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 20,     1,   ACY,       1,0.13404,0.17021,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 21,     1,   ACY,       1,0.16123,0.30425,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 22,     1,   ACY,       1,0.17406,0.46548,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 23,     1,   ACY,       1,0.17507,0.63954,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 24,     1,   ACY,       1,0.16816,0.81461,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 25,     1,   ACY,       1,0.15683,0.98277,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 26,     1,   ACY,       1,0.14356,1.13960,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 27,     1,   ACY,       1,0.12988,1.28316,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 28,     1,   ACY,       1,0.11661,1.41304,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 29,     1,   ACY,       1,0.10408,1.52965,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 30,     1,   ACY,       1,0.09240,1.63373,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 31,     1,   ACY,       1,0.08151,1.72613,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 32,     1,   ACY,       1,0.07133,1.80764,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 33,     1,   ACY,       1,0.06179,1.87897,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 34,     1,   ACY,       1,0.05284,1.94076,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 35,     1,   ACY,       1,0.04448,1.99360,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 36,     1,   ACY,       1,0.03677,2.03808,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 37,     1,   ACY,       1,0.02975,2.07485,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 38,     1,   ACY,       1,0.02351,2.10460,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 39,     1,   ACY,       1,0.01809,2.12811,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 40,     1,   ACY,       1,0.01352,2.14620,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 41,     1,   ACY,       1,0.00980,2.15972,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 42,     1,   ACY,       1,0.00687,2.16952,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 43,     1,   ACY,       1,0.00464,2.17639,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 44,     1,   ACY,       1,0.00302,2.18103,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 45,     1,   ACY,       1,0.00189,2.18405,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 46,     1,   ACY,       1,0.00113,2.18594,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 47,     1,   ACY,       1,0.00065,2.18707,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 48,     1,   ACY,       1,0.00035,2.18772,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1971, 1971, 49,     1,   ACY,       1,0.00013,2.18807,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1971, 1971, 50,    99,   ACY,       1,0.00005,2.18820,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1972, 1972, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1972, 1972, 15,     1,   ACY,       1,0.00022,0.00001,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1972, 1972, 16,     1,   ACY,       1,0.00346,0.00023,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 17,     1,   ACY,       1,0.01861,0.00369,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 18,     1,   ACY,       1,0.05212,0.02230,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 19,     1,   ACY,       1,0.09616,0.07442,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 20,     1,   ACY,       1,0.13575,0.17058,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 21,     1,   ACY,       1,0.16137,0.30633,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 22,     1,   ACY,       1,0.17181,0.46770,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 23,     1,   ACY,       1,0.17051,0.63951,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 24,     1,   ACY,       1,0.16194,0.81002,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 25,     1,   ACY,       1,0.14976,0.97196,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 26,     1,   ACY,       1,0.13636,1.12172,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 27,     1,   ACY,       1,0.12311,1.25808,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 28,     1,   ACY,       1,0.11065,1.38119,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 29,     1,   ACY,       1,0.09916,1.49184,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 30,     1,   ACY,       1,0.08860,1.59100,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 31,     1,   ACY,       1,0.07880,1.67960,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 32,     1,   ACY,       1,0.06961,1.75840,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 33,     1,   ACY,       1,0.06088,1.82801,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 34,     1,   ACY,       1,0.05255,1.88889,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 35,     1,   ACY,       1,0.04462,1.94144,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 36,     1,   ACY,       1,0.03713,1.98606,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 37,     1,   ACY,       1,0.03018,2.02319,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 38,     1,   ACY,       1,0.02389,2.05337,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 39,     1,   ACY,       1,0.01837,2.07726,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 40,     1,   ACY,       1,0.01367,2.09563,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 41,     1,   ACY,       1,0.00982,2.10930,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 42,     1,   ACY,       1,0.00680,2.11912,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 43,     1,   ACY,       1,0.00452,2.12592,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 44,     1,   ACY,       1,0.00288,2.13044,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 45,     1,   ACY,       1,0.00176,2.13332,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 46,     1,   ACY,       1,0.00102,2.13508,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 47,     1,   ACY,       1,0.00056,2.13610,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 48,     1,   ACY,       1,0.00030,2.13666,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1972, 1972, 49,     1,   ACY,       1,0.00011,2.13696,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1972, 1972, 50,    99,   ACY,       1,0.00004,2.13707,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1973, 1973, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1973, 1973, 15,     1,   ACY,       1,0.00016,0.00001,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1973, 1973, 16,     1,   ACY,       1,0.00291,0.00017,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 17,     1,   ACY,       1,0.01718,0.00308,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 18,     1,   ACY,       1,0.05053,0.02026,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 19,     1,   ACY,       1,0.09537,0.07079,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 20,     1,   ACY,       1,0.13572,0.16616,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 21,     1,   ACY,       1,0.16129,0.30188,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 22,     1,   ACY,       1,0.17088,0.46317,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 23,     1,   ACY,       1,0.16837,0.63405,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 24,     1,   ACY,       1,0.15859,0.80242,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 25,     1,   ACY,       1,0.14539,0.96101,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 26,     1,   ACY,       1,0.13128,1.10640,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 27,     1,   ACY,       1,0.11761,1.23768,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 28,     1,   ACY,       1,0.10498,1.35529,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 29,     1,   ACY,       1,0.09354,1.46027,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 30,     1,   ACY,       1,0.08320,1.55381,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 31,     1,   ACY,       1,0.07379,1.63701,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 32,     1,   ACY,       1,0.06509,1.71080,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 33,     1,   ACY,       1,0.05695,1.77589,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 34,     1,   ACY,       1,0.04925,1.83284,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 35,     1,   ACY,       1,0.04196,1.88209,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 36,     1,   ACY,       1,0.03508,1.92405,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 37,     1,   ACY,       1,0.02870,1.95913,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 38,     1,   ACY,       1,0.02288,1.98783,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 39,     1,   ACY,       1,0.01774,2.01071,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 40,     1,   ACY,       1,0.01333,2.02845,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 41,     1,   ACY,       1,0.00968,2.04178,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 42,     1,   ACY,       1,0.00677,2.05146,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 43,     1,   ACY,       1,0.00456,2.05823,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 44,     1,   ACY,       1,0.00294,2.06279,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 45,     1,   ACY,       1,0.00182,2.06573,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 46,     1,   ACY,       1,0.00107,2.06755,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 47,     1,   ACY,       1,0.00060,2.06862,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 48,     1,   ACY,       1,0.00032,2.06922,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1973, 1973, 49,     1,   ACY,       1,0.00011,2.06954,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1973, 1973, 50,    99,   ACY,       1,0.00004,2.06965,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1974, 1974, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1974, 1974, 15,     1,   ACY,       1,0.00020,0.00001,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1974, 1974, 16,     1,   ACY,       1,0.00341,0.00021,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 17,     1,   ACY,       1,0.01902,0.00362,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 18,     1,   ACY,       1,0.05420,0.02264,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 19,     1,   ACY,       1,0.10045,0.07684,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 20,     1,   ACY,       1,0.14135,0.17729,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 21,     1,   ACY,       1,0.16670,0.31864,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 22,     1,   ACY,       1,0.17555,0.48534,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 23,     1,   ACY,       1,0.17200,0.66089,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 24,     1,   ACY,       1,0.16107,0.83289,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 25,     1,   ACY,       1,0.14673,0.99396,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 26,     1,   ACY,       1,0.13155,1.14069,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 27,     1,   ACY,       1,0.11691,1.27224,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 28,     1,   ACY,       1,0.10345,1.38915,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 29,     1,   ACY,       1,0.09134,1.49260,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 30,     1,   ACY,       1,0.08049,1.58394,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 31,     1,   ACY,       1,0.07073,1.66443,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 32,     1,   ACY,       1,0.06187,1.73516,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 33,     1,   ACY,       1,0.05373,1.79703,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 34,     1,   ACY,       1,0.04619,1.85076,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 35,     1,   ACY,       1,0.03919,1.89695,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 36,     1,   ACY,       1,0.03271,1.93614,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 37,     1,   ACY,       1,0.02677,1.96885,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 38,     1,   ACY,       1,0.02142,1.99562,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 39,     1,   ACY,       1,0.01671,2.01704,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 40,     1,   ACY,       1,0.01266,2.03375,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 41,     1,   ACY,       1,0.00931,2.04641,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 42,     1,   ACY,       1,0.00662,2.05572,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 43,     1,   ACY,       1,0.00453,2.06234,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 44,     1,   ACY,       1,0.00299,2.06687,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 45,     1,   ACY,       1,0.00189,2.06986,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 46,     1,   ACY,       1,0.00115,2.07175,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 47,     1,   ACY,       1,0.00067,2.07290,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 48,     1,   ACY,       1,0.00037,2.07357,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1974, 1974, 49,     1,   ACY,       1,0.00014,2.07394,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1974, 1974, 50,    99,   ACY,       1,0.00005,2.07408,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1975, 1975, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1975, 1975, 15,     1,   ACY,       1,0.00023,0.00001,       ODE,  estimate,    EST_01,   .,    2
    EST,     .,    .,     ., 1975, 1975, 16,     1,   ACY,       1,0.00366,0.00024,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 17,     1,   ACY,       1,0.01967,0.00390,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 18,     1,   ACY,       1,0.05504,0.02357,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 19,     1,   ACY,       1,0.10114,0.07861,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 20,     1,   ACY,       1,0.14179,0.17975,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 21,     1,   ACY,       1,0.16695,0.32154,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 22,     1,   ACY,       1,0.17565,0.48849,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 23,     1,   ACY,       1,0.17192,0.66414,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 24,     1,   ACY,       1,0.16073,0.83606,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 25,     1,   ACY,       1,0.14607,0.99679,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 26,     1,   ACY,       1,0.13050,1.14286,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 27,     1,   ACY,       1,0.11546,1.27336,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 28,     1,   ACY,       1,0.10160,1.38882,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 29,     1,   ACY,       1,0.08911,1.49042,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 30,     1,   ACY,       1,0.07794,1.57953,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 31,     1,   ACY,       1,0.06793,1.65747,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 32,     1,   ACY,       1,0.05891,1.72540,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 33,     1,   ACY,       1,0.05071,1.78431,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 34,     1,   ACY,       1,0.04323,1.83502,       ODE,  estimate,    EST_01,   .,    0
    EST,     .,    .,     ., 1975, 1975, 35,     1,   ACY,       1,0.03637,1.87825,       ODE,  estimate,    EST_01,   .,    0
